Age,Gender,Education Level,Years of Experience,Job Role,Industry,Current Job Title,Income Level,Location,AI Upskilling,AI Upskilling Type,Success in Hiring Process,Percentage Hike in Salary
49,Female,High School,17,Consultant,Education,Nurse,Low,City_A,1,Certifications,1,17.079911390893336
54,Female,Master's,22,Manager,Finance,Nurse,Low,City_A,1,Certifications,1,5.012396038645113
26,Female,Master's,26,Manager,IT,Teacher,Medium,City_C,1,Workshops,0,22.308113548555415
40,Female,High School,13,Manager,IT,Nurse,Medium,City_A,1,Certifications,0,5.208923117692369
25,Female,Master's,17,Engineer,IT,Financial Analyst,Medium,City_C,1,Online Courses,1,4.862548249831558
56,Male,Ph.D.,6,Consultant,IT,Software Developer,High,City_C,1,Certifications,1,6.800302233818951
38,Female,Ph.D.,17,Engineer,Finance,Teacher,High,City_A,1,Online Courses,1,9.43470593988269
49,Female,Bachelor's,16,Consultant,IT,Software Developer,Low,City_B,1,Certifications,1,1.9707790459981824
51,Female,Bachelor's,14,Engineer,Healthcare,Financial Analyst,Medium,City_B,1,Certifications,1,1.8933413437827542
50,Male,High School,13,Analyst,Healthcare,Nurse,High,City_B,1,Workshops,1,8.675254999818119
27,Male,Bachelor's,6,Manager,IT,Software Developer,High,City_B,1,Workshops,0,19.15428102996465
56,Female,Ph.D.,3,Manager,Healthcare,Financial Analyst,Medium,City_A,1,Online Courses,0,29.397798160828792
58,Female,High School,14,Engineer,Education,Financial Analyst,High,City_C,1,Workshops,0,12.06074261950201
45,Female,High School,14,Analyst,Finance,Software Developer,High,City_C,1,Workshops,0,8.459763158507965
50,Male,Bachelor's,15,Manager,IT,Teacher,Medium,City_A,1,Workshops,1,21.372084271398688
52,Male,Ph.D.,8,Consultant,IT,Software Developer,High,City_B,1,Workshops,1,25.60676495250314
56,Female,High School,29,Engineer,Finance,Teacher,Medium,City_C,1,Workshops,1,25.888824018427876
54,Male,Ph.D.,15,Manager,Healthcare,Nurse,High,City_A,1,Online Courses,0,9.05765332740705
42,Female,Ph.D.,22,Manager,Finance,Teacher,Medium,City_A,1,Online Courses,0,8.132389546330643
53,Male,Ph.D.,29,Engineer,Finance,Nurse,High,City_B,1,Workshops,1,29.20959503121955
44,Male,Bachelor's,27,Engineer,Healthcare,Software Developer,High,City_A,1,Workshops,0,11.792690896416556
54,Female,Master's,13,Consultant,Finance,Nurse,Medium,City_C,1,Online Courses,0,23.660997960591267
24,Female,Master's,17,Consultant,Healthcare,Financial Analyst,High,City_C,1,Certifications,1,29.24528156070344
39,Female,High School,21,Manager,Healthcare,Nurse,Medium,City_A,1,Online Courses,1,28.002909345691183
46,Female,Ph.D.,24,Manager,Finance,Teacher,Medium,City_C,1,Certifications,1,6.194213513823318
52,Male,Bachelor's,3,Engineer,Education,Teacher,High,City_A,1,Workshops,0,3.3848269562519473
24,Male,Ph.D.,28,Manager,Healthcare,Teacher,Low,City_C,1,Workshops,1,24.9417241878965
45,Male,Ph.D.,6,Manager,Finance,Nurse,High,City_B,1,Online Courses,1,14.626566246139166
53,Female,Bachelor's,5,Engineer,Healthcare,Teacher,Low,City_C,1,Workshops,1,16.68001437653188
43,Male,Master's,22,Manager,Education,Teacher,Low,City_B,1,Certifications,0,10.716185888354614
44,Female,Ph.D.,26,Manager,Education,Financial Analyst,High,City_B,1,Certifications,0,26.629064684907103
23,Male,Ph.D.,17,Analyst,IT,Nurse,Low,City_A,1,Online Courses,1,21.153665691670874
48,Female,Master's,23,Consultant,Healthcare,Financial Analyst,Medium,City_B,1,Certifications,1,22.654206199323852
23,Female,Bachelor's,25,Engineer,Healthcare,Teacher,Medium,City_C,1,Online Courses,0,4.076788347430247
47,Male,High School,2,Analyst,Finance,Teacher,Low,City_C,1,Online Courses,0,5.136505045962435
38,Female,Master's,26,Consultant,Healthcare,Teacher,Medium,City_B,1,Certifications,1,3.583001611710729
54,Female,High School,15,Consultant,IT,Nurse,High,City_A,1,Certifications,0,24.530523872198458
30,Male,High School,5,Consultant,Education,Software Developer,Medium,City_B,1,Certifications,1,1.2602064093990155
50,Female,Master's,26,Analyst,Education,Teacher,Low,City_C,1,Certifications,1,9.833965641254986
47,Female,Ph.D.,20,Analyst,IT,Teacher,High,City_C,1,Certifications,0,26.573898844880038
56,Female,High School,6,Consultant,Healthcare,Teacher,Medium,City_B,1,Certifications,1,24.91909235807999
46,Male,High School,6,Manager,Healthcare,Teacher,High,City_B,1,Certifications,1,4.453438145502941
45,Male,Bachelor's,27,Manager,IT,Nurse,Low,City_B,1,Workshops,0,18.539327883820185
34,Female,Ph.D.,18,Analyst,Finance,Software Developer,Medium,City_C,1,Online Courses,1,28.042346172845555
28,Male,High School,18,Analyst,Education,Software Developer,High,City_C,1,Online Courses,0,4.23917134744306
57,Female,Bachelor's,4,Analyst,IT,Software Developer,High,City_C,1,Certifications,1,5.175518875498118
41,Female,Ph.D.,17,Consultant,IT,Teacher,Medium,City_A,1,Online Courses,1,33.41160101653871
22,Female,Master's,25,Manager,Healthcare,Teacher,High,City_C,1,Certifications,0,2.620449099701069
29,Female,Master's,14,Analyst,Education,Software Developer,High,City_C,1,Workshops,0,6.009453083622642
37,Female,Bachelor's,14,Analyst,Healthcare,Software Developer,Low,City_A,1,Online Courses,0,31.939279314328857
35,Male,Master's,13,Engineer,IT,Teacher,Low,City_A,1,Online Courses,0,2.3754535995330306
33,Female,High School,7,Consultant,Finance,Teacher,Low,City_A,1,Workshops,0,20.547870281756943
44,Male,Ph.D.,12,Engineer,Education,Financial Analyst,Low,City_A,1,Workshops,0,13.396406917914693
36,Male,High School,23,Manager,IT,Financial Analyst,Low,City_A,1,Workshops,1,9.817485791084298
49,Female,High School,15,Engineer,IT,Financial Analyst,Low,City_A,1,Online Courses,0,23.825863484042145
55,Female,Master's,19,Engineer,Finance,Software Developer,Medium,City_B,1,Online Courses,1,21.477255479253003
23,Male,High School,11,Engineer,IT,Nurse,Low,City_B,1,Workshops,0,12.94766535194697
53,Male,Master's,15,Consultant,IT,Teacher,High,City_B,1,Workshops,1,5.007512051535202
44,Male,Ph.D.,12,Manager,Education,Financial Analyst,Medium,City_B,1,Workshops,1,9.849525423176566
43,Female,Ph.D.,3,Engineer,Education,Nurse,High,City_C,1,Workshops,0,26.16425661033006
46,Male,High School,17,Consultant,Education,Teacher,Low,City_A,1,Workshops,1,3.162751745643452
43,Female,Bachelor's,3,Manager,Healthcare,Nurse,Low,City_C,1,Certifications,1,14.459549495753627
43,Female,Master's,19,Analyst,Finance,Software Developer,High,City_A,1,Workshops,1,4.403385711553243
27,Female,Master's,20,Engineer,Education,Software Developer,High,City_A,1,Certifications,0,14.869127155439951
36,Male,High School,4,Manager,Healthcare,Software Developer,High,City_C,1,Online Courses,0,3.7449596647241723
58,Female,Master's,3,Engineer,Healthcare,Financial Analyst,Medium,City_B,1,Online Courses,1,6.56126431154192
54,Female,Master's,26,Analyst,Finance,Teacher,Low,City_C,1,Certifications,0,3.4817163452653275
29,Female,Bachelor's,16,Manager,Finance,Software Developer,High,City_C,1,Workshops,0,23.97805143788286
26,Female,Bachelor's,12,Consultant,IT,Financial Analyst,Low,City_A,1,Online Courses,1,9.20922311730865
25,Female,High School,8,Manager,Healthcare,Financial Analyst,High,City_A,1,Workshops,1,24.419968400898078
27,Male,Bachelor's,24,Consultant,Education,Financial Analyst,Low,City_A,1,Workshops,0,9.737183343454047
53,Female,High School,29,Manager,Finance,Financial Analyst,Medium,City_B,1,Certifications,0,29.171080158990563
51,Female,Ph.D.,29,Consultant,Healthcare,Software Developer,Low,City_C,1,Online Courses,0,21.929122126145664
56,Male,High School,17,Analyst,Education,Financial Analyst,High,City_C,1,Online Courses,1,22.726053436381115
37,Female,Ph.D.,7,Analyst,Healthcare,Software Developer,Low,City_B,1,Certifications,0,26.985375008763622
34,Male,High School,11,Analyst,Finance,Software Developer,Medium,City_C,1,Workshops,0,2.7031177985434303
51,Female,Master's,18,Manager,IT,Financial Analyst,Medium,City_C,1,Workshops,0,3.605227198052826
40,Male,Bachelor's,1,Analyst,Healthcare,Software Developer,Low,City_A,1,Online Courses,1,9.01140726316055
38,Male,Ph.D.,3,Engineer,Education,Teacher,High,City_B,1,Certifications,1,2.556725721427676
40,Female,High School,4,Analyst,Finance,Teacher,Medium,City_A,1,Certifications,1,9.305858570391015
49,Female,Bachelor's,13,Consultant,IT,Nurse,Medium,City_B,1,Workshops,0,20.11530884669611
47,Female,High School,6,Consultant,Education,Teacher,Low,City_A,1,Workshops,0,19.114548013604924
58,Male,Bachelor's,26,Consultant,Education,Software Developer,Medium,City_C,1,Certifications,1,29.943256285589136
47,Male,Bachelor's,14,Manager,Education,Software Developer,Medium,City_B,1,Online Courses,0,22.22417305631085
44,Male,High School,5,Engineer,Healthcare,Teacher,High,City_B,1,Workshops,0,25.728896463888468
30,Female,Ph.D.,16,Analyst,Finance,Financial Analyst,High,City_A,1,Certifications,0,16.680293415153084
33,Male,Ph.D.,15,Engineer,Education,Financial Analyst,High,City_B,1,Certifications,1,26.630906626855932
22,Male,Master's,15,Engineer,Healthcare,Software Developer,Low,City_C,1,Certifications,0,22.301699329753667
22,Female,Bachelor's,4,Consultant,Finance,Financial Analyst,Medium,City_C,1,Online Courses,0,2.1616629877614657
55,Male,Master's,8,Consultant,Finance,Nurse,Low,City_C,1,Workshops,1,15.888615558989088
53,Male,Master's,27,Consultant,Healthcare,Nurse,Medium,City_A,1,Workshops,0,6.7809420275571854
46,Female,High School,16,Manager,Healthcare,Teacher,Medium,City_B,1,Workshops,1,5.098309601532072
22,Male,High School,28,Engineer,Education,Teacher,Medium,City_A,1,Online Courses,0,5.983802527041087
37,Female,High School,16,Engineer,Finance,Financial Analyst,High,City_C,1,Workshops,1,28.30387422849133
26,Female,Bachelor's,4,Manager,IT,Software Developer,Low,City_B,1,Workshops,1,27.96545328985107
43,Female,High School,13,Manager,Healthcare,Teacher,Low,City_C,1,Workshops,0,29.41968115753741
50,Female,High School,26,Manager,Finance,Nurse,Medium,City_B,1,Workshops,0,23.348560120139787
24,Female,Bachelor's,28,Engineer,Finance,Teacher,Low,City_B,1,Online Courses,1,29.43828260251369
33,Male,Bachelor's,13,Engineer,Education,Teacher,High,City_A,1,Certifications,0,1.6189354177403303
47,Male,Ph.D.,2,Consultant,IT,Nurse,Low,City_B,1,Certifications,1,8.128952014734622
37,Female,High School,3,Consultant,Education,Software Developer,Medium,City_C,1,Workshops,0,7.63542714813134
58,Female,High School,22,Engineer,IT,Teacher,High,City_B,1,Workshops,0,14.767848843780197
43,Male,High School,8,Consultant,IT,Teacher,High,City_C,1,Workshops,0,10.083943216611305
50,Female,Ph.D.,24,Manager,Healthcare,Teacher,Medium,City_A,1,Online Courses,0,5.10666294815019
35,Female,High School,15,Analyst,Finance,Financial Analyst,Low,City_C,1,Workshops,1,10.081211725737514
49,Female,Ph.D.,11,Consultant,Finance,Teacher,Medium,City_B,1,Online Courses,1,4.341114410267076
26,Male,Master's,9,Engineer,Finance,Nurse,Low,City_C,1,Workshops,0,5.700189264101956
51,Male,Ph.D.,7,Consultant,IT,Software Developer,Low,City_C,1,Workshops,0,16.251494541557165
26,Female,Master's,13,Consultant,Finance,Software Developer,High,City_B,1,Certifications,0,25.234417821903758
33,Female,High School,2,Consultant,Healthcare,Nurse,Medium,City_C,1,Workshops,0,26.6497354923929
37,Male,Master's,8,Analyst,IT,Financial Analyst,High,City_B,1,Online Courses,0,29.5059907729976
47,Male,Ph.D.,7,Manager,IT,Nurse,Medium,City_A,1,Certifications,1,22.840271693504825
47,Female,Bachelor's,24,Engineer,IT,Software Developer,Medium,City_C,1,Online Courses,1,19.230579170801036
42,Female,Master's,12,Analyst,IT,Nurse,High,City_A,1,Certifications,0,16.10528603214872
57,Male,Master's,19,Engineer,Healthcare,Financial Analyst,Medium,City_C,1,Online Courses,1,9.27368594539907
54,Male,High School,7,Engineer,Finance,Software Developer,Medium,City_C,1,Certifications,1,8.001032282498386
51,Male,Ph.D.,10,Engineer,Healthcare,Financial Analyst,Low,City_A,1,Online Courses,0,28.473803573209942
58,Female,Master's,29,Analyst,Finance,Nurse,Medium,City_C,1,Online Courses,1,6.163698182901278
44,Male,Master's,25,Manager,Healthcare,Teacher,Medium,City_C,1,Workshops,1,2.7113847662134942
31,Female,Master's,16,Engineer,Education,Nurse,High,City_A,1,Certifications,1,7.093366166329456
26,Male,Master's,3,Manager,Education,Financial Analyst,High,City_C,1,Certifications,1,7.414777018539384
57,Male,Bachelor's,10,Manager,Education,Nurse,Medium,City_B,1,Workshops,0,24.342389710645847
55,Male,Ph.D.,6,Consultant,Education,Teacher,Low,City_C,1,Online Courses,1,17.049694551961238
52,Male,High School,18,Analyst,IT,Financial Analyst,Low,City_C,1,Online Courses,1,3.4423211352255074
31,Female,High School,18,Analyst,IT,Nurse,High,City_C,1,Certifications,1,7.1530526956555605
40,Female,Bachelor's,5,Consultant,Healthcare,Financial Analyst,Medium,City_A,1,Online Courses,0,9.814382376998092
53,Male,Ph.D.,21,Consultant,Healthcare,Financial Analyst,Medium,City_B,1,Certifications,1,2.594925174421846
22,Female,Master's,29,Manager,Education,Software Developer,Low,City_B,1,Certifications,1,3.933981266820424
26,Male,Bachelor's,7,Engineer,Finance,Software Developer,Low,City_C,1,Online Courses,1,11.95876730765712
25,Male,Ph.D.,28,Analyst,Education,Financial Analyst,Low,City_A,1,Online Courses,0,30.858998758962255
37,Male,Master's,2,Engineer,Healthcare,Nurse,High,City_A,1,Online Courses,0,32.737979443309605
45,Male,Bachelor's,11,Engineer,Education,Nurse,Medium,City_B,1,Workshops,0,4.032848101971256
37,Female,Ph.D.,13,Consultant,Healthcare,Nurse,High,City_A,1,Certifications,0,8.788337213509521
23,Male,High School,23,Engineer,Education,Teacher,Medium,City_C,1,Online Courses,0,1.3912155939134334
49,Male,High School,5,Manager,Finance,Financial Analyst,High,City_C,1,Workshops,1,4.860361531152257
53,Female,Ph.D.,6,Consultant,Education,Financial Analyst,Medium,City_A,1,Online Courses,0,7.859806956334742
48,Male,High School,24,Engineer,Finance,Teacher,Low,City_C,1,Certifications,1,9.578643372197968
41,Male,Ph.D.,26,Consultant,Finance,Financial Analyst,Low,City_B,1,Workshops,0,9.86927859103989
45,Male,Master's,29,Manager,Healthcare,Financial Analyst,Low,City_C,1,Certifications,0,24.810367293648987
33,Female,Ph.D.,14,Manager,Finance,Teacher,High,City_A,1,Online Courses,0,9.553458649412057
56,Male,Master's,12,Engineer,IT,Software Developer,Low,City_B,1,Online Courses,1,1.3187707595277738
54,Female,Bachelor's,4,Consultant,IT,Financial Analyst,Medium,City_C,1,Online Courses,1,12.877314856136877
54,Male,Ph.D.,29,Engineer,IT,Teacher,High,City_B,1,Workshops,1,22.441190185642164
58,Male,Bachelor's,23,Engineer,Healthcare,Nurse,Medium,City_A,1,Workshops,0,3.245696718275371
33,Female,High School,6,Consultant,IT,Software Developer,High,City_C,1,Workshops,0,23.89244574880953
24,Male,Master's,10,Engineer,Healthcare,Nurse,Medium,City_C,1,Workshops,0,17.636781931222533
22,Male,Ph.D.,18,Manager,Healthcare,Financial Analyst,Medium,City_B,1,Online Courses,0,12.649979125325732
54,Female,Bachelor's,15,Consultant,IT,Software Developer,High,City_C,1,Online Courses,0,4.221082769910831
31,Female,Master's,8,Consultant,Finance,Teacher,High,City_C,1,Online Courses,0,6.634400234191449
50,Female,Master's,26,Consultant,Education,Financial Analyst,Low,City_C,1,Workshops,1,17.09449935895055
34,Female,High School,9,Consultant,Healthcare,Teacher,Low,City_C,1,Workshops,1,10.61454359300999
33,Female,High School,5,Engineer,IT,Software Developer,Medium,City_A,1,Online Courses,0,9.927607337228368
52,Male,Master's,10,Engineer,Healthcare,Nurse,Medium,City_C,1,Online Courses,1,7.7777775499719635
23,Female,Master's,20,Manager,Finance,Financial Analyst,Medium,City_B,1,Workshops,1,9.657746827966637
56,Male,Ph.D.,6,Analyst,Finance,Financial Analyst,High,City_A,1,Certifications,1,29.433012092389863
44,Male,Master's,16,Analyst,IT,Teacher,High,City_B,1,Online Courses,0,12.72902236540917
38,Male,Ph.D.,24,Manager,Healthcare,Software Developer,Low,City_B,1,Online Courses,0,21.366102091896735
47,Female,Master's,27,Analyst,Education,Teacher,Medium,City_B,1,Online Courses,0,5.452014540046091
29,Female,High School,3,Manager,Education,Software Developer,Low,City_A,1,Workshops,0,20.510814622514324
50,Male,Ph.D.,10,Engineer,Healthcare,Financial Analyst,High,City_A,1,Online Courses,1,37.85312390670961
47,Female,Bachelor's,11,Consultant,Healthcare,Software Developer,High,City_A,1,Online Courses,0,23.73668812589166
31,Female,High School,11,Consultant,Healthcare,Financial Analyst,High,City_C,1,Online Courses,0,22.234758116849434
47,Female,Ph.D.,17,Engineer,IT,Software Developer,Low,City_B,1,Online Courses,0,3.9878505508895956
55,Female,Ph.D.,4,Consultant,Finance,Nurse,High,City_A,1,Online Courses,1,29.274634718626416
28,Male,Bachelor's,4,Consultant,Education,Software Developer,Medium,City_B,1,Certifications,1,7.538238389623989
25,Male,Ph.D.,17,Analyst,IT,Nurse,Low,City_A,1,Certifications,1,5.3370179745173605
32,Female,Master's,9,Engineer,Healthcare,Software Developer,High,City_A,1,Online Courses,1,27.515898045761144
50,Male,Bachelor's,19,Analyst,Healthcare,Software Developer,Low,City_A,1,Online Courses,1,2.2505134234847355
57,Female,High School,5,Analyst,Finance,Teacher,Low,City_B,1,Online Courses,0,9.23221832237409
46,Female,High School,22,Consultant,Healthcare,Teacher,High,City_C,1,Online Courses,1,9.3585177819284
42,Male,Master's,24,Consultant,IT,Financial Analyst,High,City_A,1,Workshops,1,11.57893929673244
57,Male,High School,6,Engineer,IT,Teacher,Low,City_A,1,Workshops,0,20.710733555943897
31,Male,Ph.D.,3,Consultant,Finance,Software Developer,Low,City_A,1,Workshops,0,16.25044542648613
58,Female,Ph.D.,22,Consultant,IT,Teacher,High,City_C,1,Certifications,0,6.662970748797522
30,Male,Master's,1,Engineer,Education,Software Developer,Medium,City_B,1,Online Courses,1,9.95188800662299
45,Female,High School,20,Consultant,IT,Nurse,Low,City_B,1,Workshops,0,9.96460259675317
56,Male,High School,22,Analyst,IT,Software Developer,Low,City_B,1,Online Courses,1,10.195444628389625
56,Male,Master's,16,Engineer,IT,Financial Analyst,Medium,City_B,1,Online Courses,0,25.60413144402382
57,Female,Bachelor's,23,Consultant,Education,Nurse,High,City_A,1,Certifications,1,9.57948751700857
39,Female,High School,11,Manager,Healthcare,Financial Analyst,High,City_C,1,Certifications,1,29.31021649135866
53,Female,Bachelor's,13,Engineer,IT,Financial Analyst,Medium,City_A,1,Workshops,1,8.207980934312616
45,Female,High School,27,Engineer,Finance,Financial Analyst,High,City_C,1,Workshops,1,21.89105124721896
44,Female,High School,10,Manager,Education,Teacher,High,City_B,1,Certifications,0,18.53250746952789
53,Female,High School,3,Consultant,Finance,Financial Analyst,Low,City_C,1,Certifications,0,16.696557031107012
